type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,FraudProbability,NewSystemFlaggedFraud,PredictionCorrect,PredictionStatus
CASH_IN,154766.79,21761836.16,21916602.95,160270.3,5503.51,0,3.904525810240521e-05,0,True,TN - No fraude correctamente ignorado
TRANSFER,326780.69,0.0,0.0,0.0,326780.69,0,0.02114583930674378,0,True,TN - No fraude correctamente ignorado
CASH_IN,127517.51,620983.62,748501.14,1439762.8,1312245.29,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_IN,296675.64,730420.31,1027095.96,2402355.8,2105680.16,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,105548.0,0.0,0.0,704853.08,810401.09,0,0.00030586162510431395,0,True,TN - No fraude correctamente ignorado
CASH_IN,230336.71,6197919.94,6428256.65,1055597.09,812048.62,0,3.904525810240521e-05,0,True,TN - No fraude correctamente ignorado
CASH_IN,256781.61,32791.0,289572.61,411002.16,154220.55,0,2.9798185019639714e-05,0,True,TN - No fraude correctamente ignorado
CASH_OUT,24216.74,4952.0,0.0,0.0,24216.74,0,0.00785095199586936,0,True,TN - No fraude correctamente ignorado
DEBIT,1163.44,188112.0,186948.56,301726.66,302890.1,0,0.000491712105431727,0,True,TN - No fraude correctamente ignorado
CASH_IN,224310.38,23520900.27,23745210.65,515775.18,621105.29,0,3.904525810240521e-05,0,True,TN - No fraude correctamente ignorado
PAYMENT,8944.13,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
CASH_IN,240662.05,20306821.56,20547483.62,316617.22,75955.17,0,3.904525810240521e-05,0,True,TN - No fraude correctamente ignorado
CASH_OUT,112534.63,104.0,0.0,77153.91,189688.54,0,0.001027443477651949,0,True,TN - No fraude correctamente ignorado
PAYMENT,16922.13,191012.98,174090.85,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_IN,332257.71,4229703.79,4561961.5,6031348.83,5699091.11,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_IN,227707.67,6064291.34,6291999.01,418148.71,190441.04,0,3.904525810240521e-05,0,True,TN - No fraude correctamente ignorado
CASH_IN,130087.3,1831693.29,1961780.58,181144.31,0.0,0,2.2648547828403942e-05,0,True,TN - No fraude correctamente ignorado
CASH_IN,51010.71,644675.04,695685.75,12813943.8,12762933.1,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,4148.13,302244.0,298095.87,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,20574.27,2558.0,0.0,6107417.65,6127991.92,0,0.001976028311662402,0,True,TN - No fraude correctamente ignorado
PAYMENT,2500.87,38896.25,36395.38,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
TRANSFER,156308.39,0.0,0.0,1131597.62,1287906.0,0,0.00012939501720159622,0,True,TN - No fraude correctamente ignorado
CASH_IN,103735.69,24181707.26,24285442.95,1435218.44,1331482.75,0,3.904525810240521e-05,0,True,TN - No fraude correctamente ignorado
TRANSFER,27998.69,80317.0,52318.31,0.0,27998.69,0,0.07633980640369405,0,True,TN - No fraude correctamente ignorado
CASH_IN,106714.92,4805325.11,4912040.04,2532019.17,2425304.25,0,0.0024324324324324323,0,True,TN - No fraude correctamente ignorado
CASH_OUT,47817.91,0.0,0.0,1815867.24,1863685.16,0,0.0005749156408733842,0,True,TN - No fraude correctamente ignorado
PAYMENT,2570.86,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
PAYMENT,29803.03,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
CASH_OUT,163589.53,401367.25,237777.72,226157.77,389747.3,0,0.000249853062445014,0,True,TN - No fraude correctamente ignorado
PAYMENT,8833.22,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
CASH_OUT,129152.48,545.0,0.0,874709.15,1003861.63,0,0.0003717610597047189,0,True,TN - No fraude correctamente ignorado
CASH_IN,37675.88,21291.0,58966.88,324682.49,287006.62,0,0.00010030324236062515,0,True,TN - No fraude correctamente ignorado
PAYMENT,8955.68,10761.0,1805.32,0.0,0.0,0,0.00022836538461538464,0,True,TN - No fraude correctamente ignorado
TRANSFER,580085.58,35813.0,0.0,139590.95,719676.52,0,0.0003953216082182707,0,True,TN - No fraude correctamente ignorado
CASH_OUT,22517.23,6898.0,0.0,95158.69,117675.91,0,0.006533303226824064,0,True,TN - No fraude correctamente ignorado
TRANSFER,203280.85,203280.85,0.0,0.0,0.0,1,0.9754968738999626,1,True,TP - Fraude correctamente detectado
PAYMENT,21521.95,40538.0,19016.05,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_IN,211726.22,20148.0,231874.22,796357.08,584630.87,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,910085.53,0.0,0.0,1075598.53,1985684.06,0,0.15540732118277337,0,True,TN - No fraude correctamente ignorado
PAYMENT,14590.8,281.22,0.0,0.0,0.0,0,0.00023252487336288392,0,True,TN - No fraude correctamente ignorado
CASH_IN,478161.71,14727.0,492888.71,46322.71,0.0,0,2.2648547828403942e-05,0,True,TN - No fraude correctamente ignorado
PAYMENT,49703.63,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
PAYMENT,21298.83,197617.04,176318.21,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_IN,128222.47,2732835.99,2861058.46,500206.23,371983.77,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_IN,86967.69,8334155.13,8421122.81,302321.46,215353.78,0,3.904525810240521e-05,0,True,TN - No fraude correctamente ignorado
CASH_OUT,27229.85,0.0,0.0,267001.16,294231.01,0,0.0053995841622732285,0,True,TN - No fraude correctamente ignorado
TRANSFER,3673978.2,39702.0,0.0,19653993.56,23327971.76,0,0.0036147501488182584,0,True,TN - No fraude correctamente ignorado
CASH_OUT,216901.27,1389.0,0.0,1070562.79,1287464.06,0,0.0002911621391983307,0,True,TN - No fraude correctamente ignorado
CASH_OUT,205699.76,15508.0,0.0,0.0,205699.76,0,0.0036487139614988957,0,True,TN - No fraude correctamente ignorado
CASH_IN,171316.12,18713079.87,18884395.99,292081.38,120765.26,0,3.904525810240521e-05,0,True,TN - No fraude correctamente ignorado
CASH_OUT,129800.01,0.0,0.0,4948381.32,5078181.32,0,0.0005301326682427308,0,True,TN - No fraude correctamente ignorado
PAYMENT,10058.16,20956.0,10897.84,0.0,0.0,0,0.00022836538461538464,0,True,TN - No fraude correctamente ignorado
TRANSFER,565452.16,0.0,0.0,5391831.08,5957283.24,0,0.00010726865193723983,0,True,TN - No fraude correctamente ignorado
CASH_IN,208940.45,29754.0,238694.45,0.0,0.0,0,2.2648547828403942e-05,0,True,TN - No fraude correctamente ignorado
CASH_OUT,204107.11,0.0,0.0,6195585.53,6399692.64,0,0.000424012734464304,0,True,TN - No fraude correctamente ignorado
PAYMENT,10053.54,80396.0,70342.46,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,31347.91,0.0,0.0,10415284.04,10446631.96,0,0.002807879025007384,0,True,TN - No fraude correctamente ignorado
CASH_IN,160388.79,3932614.33,4093003.12,1056560.83,896172.04,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,69675.82,0.0,0.0,560792.96,630468.78,0,0.0002743038852657994,0,True,TN - No fraude correctamente ignorado
PAYMENT,16425.59,60400.0,43974.41,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,23984.11,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
TRANSFER,571509.33,0.0,0.0,5803876.79,6375386.12,0,0.00010726865193723983,0,True,TN - No fraude correctamente ignorado
TRANSFER,1197722.41,10377.0,0.0,168157.69,1365880.1,0,0.0031314192291559575,0,True,TN - No fraude correctamente ignorado
TRANSFER,316588.42,303367.0,0.0,0.0,316588.42,0,0.22882476140957375,0,True,TN - No fraude correctamente ignorado
CASH_OUT,416268.86,0.0,0.0,1195598.19,1611867.05,0,0.0007129742408485989,0,True,TN - No fraude correctamente ignorado
CASH_OUT,61361.92,16895.02,0.0,145750.8,207112.72,0,0.0019344901847817494,0,True,TN - No fraude correctamente ignorado
CASH_IN,286068.99,5312913.34,5598982.33,2404405.92,2118336.93,0,3.904525810240521e-05,0,True,TN - No fraude correctamente ignorado
CASH_IN,72927.8,1206783.33,1279711.12,115187.95,42260.15,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,45361.54,16145.0,0.0,0.0,0.0,0,0.00047464297722128344,0,True,TN - No fraude correctamente ignorado
CASH_IN,130046.93,2003743.65,2133790.57,12111672.59,11981625.67,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,7936.57,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
PAYMENT,1174.54,19544.06,18369.52,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,53.69,0.0,0.0,0.0,0.0,0,0.01084769094930038,0,True,TN - No fraude correctamente ignorado
CASH_OUT,16458.96,0.0,0.0,53417.13,69876.09,0,0.0022635640054030435,0,True,TN - No fraude correctamente ignorado
CASH_OUT,220383.24,91216.0,0.0,82531.37,302914.61,0,0.02469658641365233,0,True,TN - No fraude correctamente ignorado
PAYMENT,1317.59,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
PAYMENT,6756.26,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
PAYMENT,12992.85,79341.0,66348.15,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,145684.0,0.0,0.0,1643946.87,1789630.87,0,0.0003717610597047189,0,True,TN - No fraude correctamente ignorado
PAYMENT,15910.01,22022.0,6111.99,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,12867.38,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
TRANSFER,1219792.6,0.0,0.0,3672817.67,4892610.27,0,0.0031314192291559575,0,True,TN - No fraude correctamente ignorado
CASH_OUT,280331.94,0.0,0.0,775690.36,1056022.3,0,0.00028083765542251946,0,True,TN - No fraude correctamente ignorado
PAYMENT,16020.71,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
CASH_OUT,168705.82,0.0,0.0,495376.34,664082.15,0,0.0002379890873683614,0,True,TN - No fraude correctamente ignorado
CASH_OUT,125050.63,28487.0,0.0,1145321.9,1270372.53,0,0.003190737829257871,0,True,TN - No fraude correctamente ignorado
CASH_IN,174606.97,3693548.48,3868155.45,1444810.95,1270203.98,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_IN,373906.62,141.0,374047.62,1412151.32,1447932.67,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_IN,6590.44,531626.25,538216.68,1181219.5,1174629.06,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,111322.1,0.0,0.0,2185725.49,2297047.59,0,0.001507912276896811,0,True,TN - No fraude correctamente ignorado
PAYMENT,7016.18,135597.0,128580.82,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,20753.77,0.0,0.0,757902.89,778656.66,0,0.0006753966917597258,0,True,TN - No fraude correctamente ignorado
CASH_OUT,65207.1,0.0,0.0,3830056.0,3895263.1,0,0.0007453352423212832,0,True,TN - No fraude correctamente ignorado
CASH_IN,20292.67,1011886.18,1032178.86,436834.78,416542.11,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,201413.66,0.0,0.0,607393.62,808807.28,0,0.0002379890873683614,0,True,TN - No fraude correctamente ignorado
PAYMENT,33543.76,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
CASH_OUT,201519.49,70636.0,0.0,0.0,201519.49,0,0.02105857251187749,0,True,TN - No fraude correctamente ignorado
CASH_IN,144795.23,276435.0,421230.23,724777.23,579981.99,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_IN,27828.04,9486714.87,9514542.91,1243983.06,1216155.02,0,3.904525810240521e-05,0,True,TN - No fraude correctamente ignorado
PAYMENT,35051.05,438992.0,403940.95,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,87366.62,0.0,0.0,3287126.89,3374493.51,0,0.0007453352423212832,0,True,TN - No fraude correctamente ignorado
PAYMENT,11680.97,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
CASH_OUT,407481.52,42257.0,0.0,926654.55,1334136.07,0,0.003057236655501113,0,True,TN - No fraude correctamente ignorado
CASH_OUT,222210.39,0.0,0.0,3628850.61,3851061.01,0,0.0006260927985826812,0,True,TN - No fraude correctamente ignorado
CASH_IN,176647.07,1323092.96,1499740.03,1068101.51,1148927.92,0,0.0,0,True,TN - No fraude correctamente ignorado
TRANSFER,615021.26,0.0,0.0,5144337.75,5759359.01,0,0.001988670557933482,0,True,TN - No fraude correctamente ignorado
CASH_OUT,581944.1,61779.0,0.0,436314.68,1018258.78,0,0.023057098109363787,0,True,TN - No fraude correctamente ignorado
CASH_IN,44567.14,4478320.43,4522887.57,244639.08,200071.94,0,0.0021951219512195124,0,True,TN - No fraude correctamente ignorado
CASH_OUT,276761.29,137.0,0.0,0.0,276761.29,0,0.002700912220284748,0,True,TN - No fraude correctamente ignorado
CASH_IN,163939.64,5975167.5,6139107.14,5605055.18,5441115.54,0,3.904525810240521e-05,0,True,TN - No fraude correctamente ignorado
PAYMENT,12304.47,293.0,0.0,0.0,0.0,0,0.00023252487336288392,0,True,TN - No fraude correctamente ignorado
CASH_OUT,347073.81,0.0,0.0,4034611.13,4381684.94,0,0.0004105948789726393,0,True,TN - No fraude correctamente ignorado
PAYMENT,17172.8,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
CASH_OUT,88751.7,0.0,0.0,241478.15,330229.84,0,0.0007660217777065235,0,True,TN - No fraude correctamente ignorado
CASH_OUT,73139.66,0.0,0.0,362339.31,435478.98,0,0.0002743038852657994,0,True,TN - No fraude correctamente ignorado
PAYMENT,14016.61,12433.0,0.0,0.0,0.0,0,0.0017455164454207087,0,True,TN - No fraude correctamente ignorado
TRANSFER,206803.82,0.0,0.0,283660.41,490464.23,0,0.00010726865193723983,0,True,TN - No fraude correctamente ignorado
CASH_IN,233957.24,3056359.19,3290316.43,4144776.92,4376936.74,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_IN,74631.18,201231.0,275862.18,18916.43,0.0,0,2.2648547828403942e-05,0,True,TN - No fraude correctamente ignorado
CASH_OUT,195429.45,0.0,0.0,276303.87,471733.32,0,0.00027872119358551936,0,True,TN - No fraude correctamente ignorado
CASH_OUT,164598.03,73808.0,0.0,0.0,164598.03,0,0.09879338204079371,0,True,TN - No fraude correctamente ignorado
TRANSFER,112291.01,947559.64,835268.63,6493646.46,6632427.74,0,0.04415715739517594,0,True,TN - No fraude correctamente ignorado
PAYMENT,6494.51,9028.0,2533.49,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_IN,135779.77,256563.62,392343.38,301698.03,165918.27,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,8153.43,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
PAYMENT,57981.06,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
PAYMENT,7517.65,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
CASH_IN,55239.58,2339280.73,2394520.31,211432.74,156193.16,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_IN,213509.19,21056.0,234565.19,0.0,0.0,0,2.2648547828403942e-05,0,True,TN - No fraude correctamente ignorado
CASH_OUT,64750.53,0.0,0.0,892564.86,957315.4,0,0.0002743038852657994,0,True,TN - No fraude correctamente ignorado
PAYMENT,3909.85,198747.0,194837.15,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_IN,1044.68,18151690.25,18152734.93,138493.3,137448.62,0,3.904525810240521e-05,0,True,TN - No fraude correctamente ignorado
CASH_OUT,417474.52,52088.0,0.0,260437.84,677912.36,0,0.0027403504529032174,0,True,TN - No fraude correctamente ignorado
CASH_OUT,173669.23,0.0,0.0,6312941.92,6486611.14,0,0.00043673911723473966,0,True,TN - No fraude correctamente ignorado
PAYMENT,31131.51,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
CASH_OUT,415980.33,200196.0,0.0,0.0,415980.33,0,0.047397067588039535,0,True,TN - No fraude correctamente ignorado
CASH_OUT,82768.43,0.0,0.0,1215298.68,1298067.11,0,0.0003167291414624485,0,True,TN - No fraude correctamente ignorado
CASH_OUT,336457.99,0.0,0.0,727496.52,1063954.51,0,0.0004558230245804782,0,True,TN - No fraude correctamente ignorado
CASH_OUT,218460.44,91988.0,0.0,108509.05,326969.49,0,0.039430522722779304,0,True,TN - No fraude correctamente ignorado
PAYMENT,10977.83,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
PAYMENT,10070.91,30819.0,20748.09,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,57498.17,6971.41,0.0,161078.34,218576.51,0,0.0013720402863059346,0,True,TN - No fraude correctamente ignorado
CASH_OUT,174682.55,0.0,0.0,1986856.94,1853424.88,0,0.0038485945605535674,0,True,TN - No fraude correctamente ignorado
PAYMENT,5709.58,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
CASH_IN,59967.07,17012.0,76979.07,145595.0,0.0,0,2.2648547828403942e-05,0,True,TN - No fraude correctamente ignorado
CASH_OUT,333807.87,0.0,0.0,619701.42,953509.3,0,0.0003004397514509498,0,True,TN - No fraude correctamente ignorado
CASH_OUT,14897.49,21457.0,6559.51,549551.78,564449.27,0,0.0008597414382888139,0,True,TN - No fraude correctamente ignorado
CASH_OUT,313257.83,19896.37,0.0,1072658.32,1385916.16,0,0.0008788242317722437,0,True,TN - No fraude correctamente ignorado
CASH_IN,299094.37,10258769.68,10557864.05,1816401.74,1517307.37,0,3.904525810240521e-05,0,True,TN - No fraude correctamente ignorado
CASH_OUT,225735.57,2458869.17,2233133.6,0.0,225735.57,0,0.047098875235034775,0,True,TN - No fraude correctamente ignorado
PAYMENT,12784.36,14247.0,1462.64,0.0,0.0,0,0.00022836538461538464,0,True,TN - No fraude correctamente ignorado
CASH_OUT,396715.61,0.0,0.0,2064951.65,2461667.26,0,0.001374886333744477,0,True,TN - No fraude correctamente ignorado
TRANSFER,863966.28,51067.0,0.0,0.0,863966.28,0,0.023715259493163686,0,True,TN - No fraude correctamente ignorado
PAYMENT,18337.81,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
TRANSFER,24130.13,0.0,0.0,580705.03,604835.16,0,0.0012941373388059266,0,True,TN - No fraude correctamente ignorado
CASH_OUT,78075.35,0.0,0.0,214558.81,292634.16,0,0.0007660217777065235,0,True,TN - No fraude correctamente ignorado
PAYMENT,6072.18,532.0,0.0,0.0,0.0,0,0.00023252487336288392,0,True,TN - No fraude correctamente ignorado
CASH_OUT,41183.63,19.0,0.0,7316.63,48500.26,0,0.0014799052442294371,0,True,TN - No fraude correctamente ignorado
TRANSFER,19742.27,0.0,0.0,413038.6,432780.86,0,0.00010726865193723983,0,True,TN - No fraude correctamente ignorado
PAYMENT,8306.47,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
TRANSFER,771721.56,58373.46,0.0,778041.62,1549763.18,0,0.003154087622938341,0,True,TN - No fraude correctamente ignorado
CASH_IN,316829.83,10875.0,327704.83,2291266.53,1927711.32,0,0.0,0,True,TN - No fraude correctamente ignorado
TRANSFER,874758.7,0.0,0.0,3300169.57,4174928.27,0,0.0031314192291559575,0,True,TN - No fraude correctamente ignorado
CASH_IN,159524.04,5586122.55,5745646.59,218295.15,58771.11,0,3.904525810240521e-05,0,True,TN - No fraude correctamente ignorado
CASH_OUT,403642.87,0.0,0.0,4885036.91,5288679.78,0,0.0004105948789726393,0,True,TN - No fraude correctamente ignorado
CASH_IN,223993.59,51719.0,275712.59,45053.73,0.0,0,5.244673284804366e-05,0,True,TN - No fraude correctamente ignorado
CASH_OUT,171352.75,19808.0,0.0,82602.12,253954.87,0,0.00393105659589866,0,True,TN - No fraude correctamente ignorado
CASH_OUT,423411.15,87528.0,0.0,0.0,423411.15,0,0.048156152438918104,0,True,TN - No fraude correctamente ignorado
CASH_OUT,336059.14,130.0,0.0,0.0,336059.14,0,0.0013516743136616357,0,True,TN - No fraude correctamente ignorado
CASH_IN,49831.58,6.0,49837.58,0.0,0.0,0,0.0013587367020983763,0,True,TN - No fraude correctamente ignorado
CASH_IN,264965.07,14695.0,279660.07,3538898.17,3273933.1,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,16513.1,9945.0,0.0,0.0,0.0,0,0.001188773805344735,0,True,TN - No fraude correctamente ignorado
PAYMENT,11835.41,6135.06,0.0,0.0,0.0,0,0.00023252487336288392,0,True,TN - No fraude correctamente ignorado
CASH_IN,163691.19,1253325.77,1417016.97,256229.2,92538.0,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,15247.63,452233.09,436985.47,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,31028.48,22726.0,0.0,0.0,0.0,0,0.0016008788845292149,0,True,TN - No fraude correctamente ignorado
PAYMENT,1319.69,26996.0,25676.31,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,22647.57,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
CASH_OUT,187659.62,0.0,0.0,317950.59,505610.22,0,0.00027872119358551936,0,True,TN - No fraude correctamente ignorado
CASH_OUT,201562.88,0.0,0.0,486535.56,688098.44,0,0.0002379890873683614,0,True,TN - No fraude correctamente ignorado
CASH_OUT,84012.44,35.0,0.0,0.0,84012.44,0,0.012427619286543783,0,True,TN - No fraude correctamente ignorado
CASH_IN,9426.71,20139.0,29565.71,44480.12,35053.41,0,0.000301692131249514,0,True,TN - No fraude correctamente ignorado
PAYMENT,2017.27,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
CASH_IN,72829.53,1703037.67,1775867.21,1668846.87,1806070.82,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,119312.54,51917.0,0.0,0.0,119312.54,0,0.011996828584663317,0,True,TN - No fraude correctamente ignorado
CASH_IN,508425.81,2021965.8,2530391.61,1278916.1,770490.28,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,46660.36,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
CASH_OUT,203607.08,0.0,0.0,305296.78,508903.86,0,0.00027872119358551936,0,True,TN - No fraude correctamente ignorado
CASH_IN,10912.63,703446.13,714358.76,33085.81,22173.19,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,13211.95,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
PAYMENT,6179.37,30731.0,24551.63,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
TRANSFER,36011.41,11030.0,0.0,0.0,36011.41,0,0.08191593841552261,0,True,TN - No fraude correctamente ignorado
PAYMENT,435.64,23297.78,22862.14,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,395389.57,27652.0,0.0,1503224.8,1898614.37,0,0.003057236655501113,0,True,TN - No fraude correctamente ignorado
CASH_OUT,52617.96,50263.0,0.0,2732909.0,2785526.96,0,0.033226247928914286,0,True,TN - No fraude correctamente ignorado
CASH_IN,113255.11,0.0,113255.11,478782.63,365527.53,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,16742.38,21139.0,4396.62,0.0,0.0,0,0.00022836538461538464,0,True,TN - No fraude correctamente ignorado
PAYMENT,8534.36,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
TRANSFER,21280.81,1733.0,0.0,136843.3,158124.11,0,0.010653552570891336,0,True,TN - No fraude correctamente ignorado
CASH_OUT,307030.79,0.0,0.0,456736.74,763767.53,0,0.0003004397514509498,0,True,TN - No fraude correctamente ignorado
CASH_OUT,101769.45,51625.0,0.0,0.0,101769.45,0,0.011996828584663317,0,True,TN - No fraude correctamente ignorado
PAYMENT,5965.28,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
CASH_IN,228298.61,21050.0,249348.61,0.0,0.0,0,2.2648547828403942e-05,0,True,TN - No fraude correctamente ignorado
CASH_OUT,67520.56,410.0,0.0,0.0,67520.56,0,0.004671853244001941,0,True,TN - No fraude correctamente ignorado
CASH_OUT,170220.65,7397.0,0.0,0.0,170220.65,0,0.002812565597643022,0,True,TN - No fraude correctamente ignorado
PAYMENT,19848.16,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
CASH_IN,69605.5,1179258.64,1248864.14,182511.11,112905.61,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_IN,181004.83,4018944.92,4199949.75,330440.85,149436.01,0,0.0,0,True,TN - No fraude correctamente ignorado
CASH_OUT,110905.97,0.0,0.0,1267249.02,1378154.99,0,0.0003717610597047189,0,True,TN - No fraude correctamente ignorado
CASH_OUT,157511.32,18734.23,0.0,400701.47,558212.79,0,0.0006385568192790532,0,True,TN - No fraude correctamente ignorado
TRANSFER,1294739.66,0.0,0.0,4915602.45,6210342.11,0,0.0031314192291559575,0,True,TN - No fraude correctamente ignorado
PAYMENT,11253.85,290926.8,279672.94,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,1524.71,15634.0,14109.29,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
PAYMENT,1109.89,0.0,0.0,0.0,0.0,0,0.00017148158812426017,0,True,TN - No fraude correctamente ignorado
CASH_IN,320782.11,27.0,320809.11,0.0,0.0,0,2.2648547828403942e-05,0,True,TN - No fraude correctamente ignorado
CASH_IN,105783.69,21412.0,127195.69,0.0,0.0,0,2.2648547828403942e-05,0,True,TN - No fraude correctamente ignorado
CASH_IN,189079.52,10547.0,199626.52,62506.87,0.0,0,2.2648547828403942e-05,0,True,TN - No fraude correctamente ignorado
CASH_OUT,81535.74,19197.0,0.0,490260.89,571796.64,0,0.0006069990794405387,0,True,TN - No fraude correctamente ignorado
CASH_OUT,58483.12,133364.0,74880.88,154148.75,212631.87,0,0.009574945804582265,0,True,TN - No fraude correctamente ignorado
PAYMENT,7874.6,10870.0,2995.4,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
TRANSFER,73024.83,0.0,0.0,1383051.09,1456075.93,0,0.00012939501720159622,0,True,TN - No fraude correctamente ignorado
PAYMENT,17898.77,20703.0,2804.23,0.0,0.0,0,0.00022836538461538464,0,True,TN - No fraude correctamente ignorado
CASH_IN,78460.07,85089.0,163549.07,0.0,0.0,0,0.0021438606690405253,0,True,TN - No fraude correctamente ignorado
PAYMENT,9622.1,50458.15,40836.05,0.0,0.0,0,0.0,0,True,TN - No fraude correctamente ignorado
